claim_id,file_line,value,macro_or_literal,provenance,configuration,status,claim_context
CL0523,presentations/v6/talk_v6.tex:772,0.95,\Rvikuiti,/home/rrios/ej200_exec26_20260909/build_exec26_phase1b_20260909/run500_ready/tables/directional_states.meta.json; main REFLECTIVITY=0.98 returned 13.371145% forward reflection; historical 0.95 return probability not measured here,Historical REFLECTIVITY coefficient 0.95; not measured reflection probability,unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item Reflector: \textbf{Vikuiti ESR} ($R=\Rvikuiti$ in data; code $0.98$ since \texttt{c7acb7a})
CL0524,presentations/v6/talk_v6.tex:772,0.98,literal,Coefficient/analytic assumption in napkin.py or historical label; /home/rrios/ej200_exec26_20260909/build_exec26_phase1b_20260909/run500_ready/tables/directional_states.meta.json,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item Reflector: \textbf{Vikuiti ESR} ($R=\Rvikuiti$ in data; code $0.98$ since \texttt{c7acb7a})
CL0525,presentations/v6/talk_v6.tex:773,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:773,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item END SiPMs: \textbf{8 per face} = 16 total
CL0526,presentations/v6/talk_v6.tex:773,16,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:773,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item END SiPMs: \textbf{8 per face} = 16 total
CL0527,presentations/v6/talk_v6.tex:774,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:774,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item TOP SiPMs: \textbf{20 along bar} (step $\approx\!70\mm$)
CL0528,presentations/v6/talk_v6.tex:774,70,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:774,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item TOP SiPMs: \textbf{20 along bar} (step $\approx\!70\mm$)
CL0529,presentations/v6/talk_v6.tex:775,36,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:775,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       \item Total channels: \textbf{36}
CL0530,presentations/v6/talk_v6.tex:778,3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:778,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,"\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}     \textbf{Performance (global $k=3$, $m=8$):}"
CL0531,presentations/v6/talk_v6.tex:778,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:778,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,"\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}     \textbf{Performance (global $k=3$, $m=8$):}"
CL0532,presentations/v6/talk_v6.tex:784,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:784,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       $\sigma_t$ at $x=0$ & $\mathbf{15.2\ps}$ \\
CL0533,presentations/v6/talk_v6.tex:784,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:784,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       $\sigma_t$ at $x=0$ & $\mathbf{15.2\ps}$ \\
CL0534,presentations/v6/talk_v6.tex:785,19.5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:785,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       Mean $\sigma_t$ across bar & $19.5\ps$ \\
CL0535,presentations/v6/talk_v6.tex:786,7.9,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:786,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       $\sigma_x$ (END $\Delta t$) & $\mathbf{7.9\mm}$ \\
CL0536,presentations/v6/talk_v6.tex:787,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:787,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,"\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       $N_\text{pe}$/end at $x=0$ & $514.9$ (hybrid, $N_\text{TOP}=20$) \\"
CL0537,presentations/v6/talk_v6.tex:787,514.9,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:787,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,"\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       $N_\text{pe}$/end at $x=0$ & $514.9$ (hybrid, $N_\text{TOP}=20$) \\"
CL0538,presentations/v6/talk_v6.tex:787,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:787,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,"\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}       $N_\text{pe}$/end at $x=0$ & $514.9$ (hybrid, $N_\text{TOP}=20$) \\"
CL0539,presentations/v6/talk_v6.tex:791,100,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:791,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}     Target: $\sigma_t < 100\ps$. \alert{Achieved: $15.2\ps$ intrinsic (see App.~I2) — 6.6× better than target.}
CL0540,presentations/v6/talk_v6.tex:791,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:791,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}     Target: $\sigma_t < 100\ps$. \alert{Achieved: $15.2\ps$ intrinsic (see App.~I2) — 6.6× better than target.}
CL0541,presentations/v6/talk_v6.tex:791,6.6,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:791,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}     Target: $\sigma_t < 100\ps$. \alert{Achieved: $15.2\ps$ intrinsic (see App.~I2) — 6.6× better than target.}
CL0542,presentations/v6/talk_v6.tex:805,3.3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:805,Context: {frame}{Design Decision: EJ-230 + 20 TOP + 16 END},unverified,\begin{frame}{Design Decision: EJ-230 + 20 TOP + 16 END}     {\small $\times\!3.3$ = TOP geometry (near-field path).\\
CL0543,presentations/v6/talk_v6.tex:819,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:819,Context: {frame}{Summary},unverified,\begin{frame}{Summary}     \begin{itemize}\setlength\itemsep{2pt}
CL0544,presentations/v6/talk_v6.tex:820,54.8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:820,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item TIR traps 54.8\% of photons toward ends
CL0545,presentations/v6/talk_v6.tex:821,0.95,\Rvikuiti,/home/rrios/ej200_exec26_20260909/build_exec26_phase1b_20260909/run500_ready/tables/directional_states.meta.json; main REFLECTIVITY=0.98 returned 13.371145% forward reflection; historical 0.95 return probability not measured here,Historical REFLECTIVITY coefficient 0.95; not measured reflection probability,unverified,\begin{frame}{Summary}       \item Vikuiti (R=\Rvikuiti) recovers non-TIR photons (+23\%)
CL0546,presentations/v6/talk_v6.tex:821,+23,literal,"/home/rrios/ej200_exec26_20260909/build_nightly_20260910/ab_comparison.meta.json; numerator/configuration differs: napkin surplus is not an isolated reflector counterfactual, END depletion is not TOP hit fraction",Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item Vikuiti (R=\Rvikuiti) recovers non-TIR photons (+23\%)
CL0547,presentations/v6/talk_v6.tex:825,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:825,Context: {frame}{Summary},unverified,\begin{frame}{Summary}     \begin{itemize}\setlength\itemsep{2pt}
CL0548,presentations/v6/talk_v6.tex:826,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:826,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item END m-avg ($m=8$): $\sigma=53.7\ps$
CL0549,presentations/v6/talk_v6.tex:826,53.7,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:826,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item END m-avg ($m=8$): $\sigma=53.7\ps$
CL0550,presentations/v6/talk_v6.tex:827,3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:827,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item TOP $k$-th order ($k=3$, $N=20$): $\sigma=15.2\ps$"
CL0551,presentations/v6/talk_v6.tex:827,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:827,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item TOP $k$-th order ($k=3$, $N=20$): $\sigma=15.2\ps$"
CL0552,presentations/v6/talk_v6.tex:827,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:827,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item TOP $k$-th order ($k=3$, $N=20$): $\sigma=15.2\ps$"
CL0553,presentations/v6/talk_v6.tex:828,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:828,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item BLUE: $\sigma=15.2\ps$, $w_\text{END}{\lesssim}\,0.1$ (END contributes marginally)"
CL0554,presentations/v6/talk_v6.tex:828,0.1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:828,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item BLUE: $\sigma=15.2\ps$, $w_\text{END}{\lesssim}\,0.1$ (END contributes marginally)"
CL0555,presentations/v6/talk_v6.tex:833,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:833,Context: {frame}{Summary},unverified,\begin{frame}{Summary}     \begin{itemize}\setlength\itemsep{2pt}
CL0556,presentations/v6/talk_v6.tex:834,3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:834,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item Global ($k=3,m=8$): mean $19.5\ps$, deployable"
CL0557,presentations/v6/talk_v6.tex:834,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:834,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item Global ($k=3,m=8$): mean $19.5\ps$, deployable"
CL0558,presentations/v6/talk_v6.tex:834,19.5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:834,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item Global ($k=3,m=8$): mean $19.5\ps$, deployable"
CL0559,presentations/v6/talk_v6.tex:835,16.1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:835,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item Oracle lower bound: mean $16.1\ps$ ($-3.4\ps$ gap)
CL0560,presentations/v6/talk_v6.tex:835,-3.4,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:835,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item Oracle lower bound: mean $16.1\ps$ ($-3.4\ps$ gap)
CL0561,presentations/v6/talk_v6.tex:836,14,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:836,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item Pareto elbow at $N_\text{TOP}=14$; $N=20$ for best performance
CL0562,presentations/v6/talk_v6.tex:836,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:836,Context: {frame}{Summary},unverified,\begin{frame}{Summary}       \item Pareto elbow at $N_\text{TOP}=14$; $N=20$ for best performance
CL0563,presentations/v6/talk_v6.tex:839,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:839,Context: {frame}{Summary},unverified,\begin{frame}{Summary}     \begin{itemize}\setlength\itemsep{2pt}
CL0564,presentations/v6/talk_v6.tex:840,7.9,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:840,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item END $\Delta t$: $\sigma_x=7.9\mm$, no edge bias"
CL0565,presentations/v6/talk_v6.tex:841,17.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:841,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item TOP centroid: $\sigma_x=17.2\mm$, $+29\mm$ edge bias"
CL0566,presentations/v6/talk_v6.tex:841,+29,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:841,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}       \item TOP centroid: $\sigma_x=17.2\mm$, $+29\mm$ edge bias"
CL0567,presentations/v6/talk_v6.tex:844,36,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:844,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}     \alert{Design: EJ-230, 36 channels (16 END + 20 TOP), $\sigma_t=15.2\ps$.}"
CL0568,presentations/v6/talk_v6.tex:844,16,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:844,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}     \alert{Design: EJ-230, 36 channels (16 END + 20 TOP), $\sigma_t=15.2\ps$.}"
CL0569,presentations/v6/talk_v6.tex:844,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:844,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}     \alert{Design: EJ-230, 36 channels (16 END + 20 TOP), $\sigma_t=15.2\ps$.}"
CL0570,presentations/v6/talk_v6.tex:844,15.2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:844,Context: {frame}{Summary},unverified,"\begin{frame}{Summary}     \alert{Design: EJ-230, 36 channels (16 END + 20 TOP), $\sigma_t=15.2\ps$.}"
CL0571,presentations/v6/talk_v6.tex:865,1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:865,Context: {frame}{A1 — Geant4 Surface Definitions},unverified,\begin{frame}{A1 — Geant4 Surface Definitions}     \begin{itemize}\setlength\itemsep{1pt}
